trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.1, 'e': 0.8311042838521305}",25,5,-91.61938890308664,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",1
186,False,"{'a': 0.1, 'e': 0.8302735949819376}",20,0,-125.65302257122353,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
187,False,"{'a': 0.1, 'e': 0.8294437363854089}",25,0,-146.09015711119105,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
188,False,"{'a': 0.1, 'e': 0.8286147072326856}",25,0,-105.95407229184273,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",1
189,False,"{'a': 0.1, 'e': 0.8277865066947386}",25,0,-82.21339585148576,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
190,False,"{'a': 0.1, 'e': 0.8269591339433673}",25,0,-59.69170214166526,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
191,False,"{'a': 0.1, 'e': 0.8261325881511988}",25,0,-106.82844111731058,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
192,False,"{'a': 0.1, 'e': 0.8253068684916874}",25,0,-173.00381317873675,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
193,False,"{'a': 0.1, 'e': 0.8244819741391133}",25,0,-85.09392812307553,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
194,False,"{'a': 0.1, 'e': 0.823657904268582}",25,0,-146.21393479024243,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
195,False,"{'a': 0.1, 'e': 0.8228346580560235}",20,0,-146.230704029582,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
196,False,"{'a': 0.1, 'e': 0.8220122346781917}",20,0,-131.663270002478,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
197,False,"{'a': 0.1, 'e': 0.8211906333126631}",25,0,-117.19084133869598,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
198,False,"{'a': 0.1, 'e': 0.8203698531378362}",25,0,-173.3429086383466,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
199,False,"{'a': 0.1, 'e': 0.8195498933329308}",20,0,-93.142772788877,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
200,False,"{'a': 0.1, 'e': 0.818730753077987}",20,0,-30.14648711659636,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
201,False,"{'a': 0.1, 'e': 0.8179124315538646}",20,0,-100.00512990636167,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
202,False,"{'a': 0.1, 'e': 0.8170949279422419}",20,0,-54.22873348896782,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
203,False,"{'a': 0.1, 'e': 0.8162782414256152}",25,0,-8.500609896648792,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
204,False,"{'a': 0.1, 'e': 0.815462371187298}",20,0,-143.58079852482194,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
205,False,"{'a': 0.1, 'e': 0.81464731641142}",20,12,-15.079570191477066,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
206,False,"{'a': 0.1, 'e': 0.8138330762829261}",25,0,-8.405283277064418,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
207,False,"{'a': 0.1, 'e': 0.8130196499875764}",30,0,-111.86018366833004,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
208,False,"{'a': 0.1, 'e': 0.8122070367119444}",30,0,-102.00147556891595,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
209,False,"{'a': 0.1, 'e': 0.8113952356434169}",20,0,-168.9045736912816,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
210,False,"{'a': 0.1, 'e': 0.8105842459701925}",20,0,-5.2791408654633685,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
211,False,"{'a': 0.1, 'e': 0.8097740668812817}",20,0,-83.86554332429078,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
212,False,"{'a': 0.1, 'e': 0.8089646975665054}",25,5,-6.766431709909394,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
213,False,"{'a': 0.1, 'e': 0.8081561372164939}",20,0,-187.47819752327192,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
214,False,"{'a': 0.1, 'e': 0.807348385022687}",25,0,-165.648147694708,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
215,False,"{'a': 0.1, 'e': 0.8065414401773324}",20,0,-104.16413131782626,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
216,False,"{'a': 0.1, 'e': 0.8057353018734852}",25,0,-171.54818140788385,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 3}",0
217,False,"{'a': 0.1, 'e': 0.804929969305007}",20,3,-60.33699142067811,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 0}",1
218,False,"{'a': 0.1, 'e': 0.8041254416665653}",20,0,-152.22112038225387,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
219,False,"{'a': 0.1, 'e': 0.8033217181536322}",20,0,-141.31315677941987,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
220,False,"{'a': 0.1, 'e': 0.8025187979624842}",20,0,-47.94668384351521,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
221,False,"{'a': 0.1, 'e': 0.8017166802902009}",25,15,-19.84061702222298,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
222,False,"{'a': 0.1, 'e': 0.8009153643346648}",25,14,-7.2710981060215865,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.1, 'e': 0.8001148492945598}",25,0,-145.74488149865385,"{0: 15, 1: 5, 2: 2, 3: 0, 4: 3}",0
224,False,"{'a': 0.1, 'e': 0.7993151343693707}",35,0,-116.67612643470443,"{0: 22, 1: 6, 2: 5, 3: 1, 4: 1}",0
225,False,"{'a': 0.1, 'e': 0.7985162187593827}",20,0,-114.53620844052668,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
226,False,"{'a': 0.1, 'e': 0.79771810166568}",25,8,-88.78739808836677,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 2}",1
227,False,"{'a': 0.1, 'e': 0.7969207822901454}",25,0,-133.49460550840203,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
228,False,"{'a': 0.1, 'e': 0.7961242598354595}",25,0,-43.11289157161385,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
229,False,"{'a': 0.1, 'e': 0.7953285335050998}",25,8,-99.73619660526603,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
230,False,"{'a': 0.1, 'e': 0.7945336025033398}",20,0,-103.50704340982344,"{0: 8, 1: 3, 2: 8, 3: 1, 4: 0}",0
231,False,"{'a': 0.1, 'e': 0.7937394660352486}",20,0,-22.371655052125426,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
232,False,"{'a': 0.1, 'e': 0.7929461233066896}",25,13,0.4614709816562439,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.1, 'e': 0.7921535735243199}",30,8,-88.56425971853731,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 2}",1
234,False,"{'a': 0.1, 'e': 0.7913618158955897}",20,7,17.184965407041318,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.1, 'e': 0.7905708496287415}",20,7,-133.35747655367842,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 3}",1
236,False,"{'a': 0.1, 'e': 0.7897806739328087}",25,5,-172.57248292959522,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",1
237,False,"{'a': 0.1, 'e': 0.7889912880176156}",25,0,-189.30183490351445,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
238,False,"{'a': 0.1, 'e': 0.7882026910937764}",30,0,-175.31028333343704,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
239,False,"{'a': 0.1, 'e': 0.7874148823726939}",20,0,-35.27581316821943,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
240,False,"{'a': 0.1, 'e': 0.7866278610665594}",20,0,0.3219670484037014,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
241,False,"{'a': 0.1, 'e': 0.7858416263883514}",20,9,-68.3225639113097,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
242,False,"{'a': 0.1, 'e': 0.7850561775518354}",30,6,-5.203292801168599,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
243,False,"{'a': 0.1, 'e': 0.7842715137715625}",20,0,-80.26674960987359,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
244,False,"{'a': 0.1, 'e': 0.7834876342628686}",20,0,-76.37935775890564,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
245,False,"{'a': 0.1, 'e': 0.7827045382418742}",20,0,-149.52494714438168,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
246,False,"{'a': 0.1, 'e': 0.7819222249254834}",20,14,-22.62513626580583,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
247,False,"{'a': 0.1, 'e': 0.7811406935313826}",20,0,12.10159647363368,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.1, 'e': 0.7803599432780405}",30,0,-130.0413976591862,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
249,False,"{'a': 0.1, 'e': 0.7795799733847066}",25,15,-12.349868850431246,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
250,False,"{'a': 0.1, 'e': 0.7788007830714111}",25,3,-157.98945687276463,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 3}",1
251,False,"{'a': 0.1, 'e': 0.7780223715589636}",20,0,-99.27932720124251,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
252,False,"{'a': 0.1, 'e': 0.7772447380689524}",20,1,-48.4358309531794,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
253,False,"{'a': 0.1, 'e': 0.7764678818237442}",25,1,-57.00347905727304,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 1}",1
254,False,"{'a': 0.1, 'e': 0.7756918020464824}",20,0,-55.21063243125616,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
255,False,"{'a': 0.1, 'e': 0.7749164979610873}",25,0,-129.59153129050014,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
256,False,"{'a': 0.1, 'e': 0.7741419687922547}",20,3,-99.31386044296106,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 2}",1
257,False,"{'a': 0.1, 'e': 0.7733682137654555}",25,0,-53.23625758504881,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
258,False,"{'a': 0.1, 'e': 0.7725952321069345}",20,0,-121.78004551033126,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
259,False,"{'a': 0.1, 'e': 0.77182302304371}",20,0,-67.95657896643235,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
260,False,"{'a': 0.1, 'e': 0.7710515858035728}",20,0,-77.5254173485738,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
261,False,"{'a': 0.1, 'e': 0.7702809196150857}",20,0,-67.88436659680903,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
262,False,"{'a': 0.1, 'e': 0.7695110237075824}",25,15,12.091903639991179,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.1, 'e': 0.7687418973111669}",20,0,-97.93067341435591,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
264,False,"{'a': 0.1, 'e': 0.7679735396567128}",25,0,-79.73914924261874,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
265,False,"{'a': 0.1, 'e': 0.7672059499758623}",20,0,-66.96248729738883,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",1
266,False,"{'a': 0.1, 'e': 0.7664391275010258}",20,0,-60.591511722685375,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
267,False,"{'a': 0.1, 'e': 0.7656730714653807}",25,0,-76.08844564316767,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 0}",0
268,False,"{'a': 0.1, 'e': 0.7649077811028707}",25,7,-223.22315649611707,"{0: 8, 1: 1, 2: 3, 3: 2, 4: 4}",1
269,False,"{'a': 0.1, 'e': 0.7641432556482056}",20,0,-44.61862879241566,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
270,False,"{'a': 0.1, 'e': 0.7633794943368599}",25,14,-22.060973108087794,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
271,False,"{'a': 0.1, 'e': 0.7626164964050721}",20,0,-22.06749373063215,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
272,False,"{'a': 0.1, 'e': 0.7618542610898443}",20,10,-85.16762983810386,"{0: 4, 1: 1, 2: 3, 3: 1, 4: 1}",1
273,False,"{'a': 0.1, 'e': 0.7610927876289411}",20,7,-107.26498051284592,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 2}",1
274,False,"{'a': 0.1, 'e': 0.7603320752608889}",25,0,-41.04793123459902,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
275,False,"{'a': 0.1, 'e': 0.7595721232249752}",25,0,-200.12964136973713,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
276,False,"{'a': 0.1, 'e': 0.7588129307612482}",25,0,-81.8484808266034,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
277,False,"{'a': 0.1, 'e': 0.7580544971105152}",20,15,0.7241567323593106,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.1, 'e': 0.7572968215143424}",30,0,-115.63919734013182,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
279,False,"{'a': 0.1, 'e': 0.7565399032150543}",25,0,-55.41460770919489,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
280,False,"{'a': 0.1, 'e': 0.7557837414557323}",30,0,-233.29695800760229,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
281,False,"{'a': 0.1, 'e': 0.7550283354802149}",30,0,-54.25249195189643,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
282,False,"{'a': 0.1, 'e': 0.7542736845330958}",25,0,-12.170891767735087,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
283,False,"{'a': 0.1, 'e': 0.7535197878597242}",20,0,-74.39367314453757,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
284,False,"{'a': 0.1, 'e': 0.7527666447062031}",30,0,-118.06539667577255,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
285,False,"{'a': 0.1, 'e': 0.7520142543193895}",30,0,-40.255669743850014,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
286,False,"{'a': 0.1, 'e': 0.7512626159468929}",30,20,-7.443052801120718,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
287,False,"{'a': 0.1, 'e': 0.7505117288370748}",30,0,-41.17049131146713,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
288,False,"{'a': 0.1, 'e': 0.7497615922390481}",35,12,-52.2055952015808,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 0}",1
289,False,"{'a': 0.1, 'e': 0.7490122054026762}",25,15,4.2518106421475625,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.1, 'e': 0.748263567578572}",25,15,-47.72349954360662,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
291,False,"{'a': 0.1, 'e': 0.7475156780180978}",20,0,-70.38582100919254,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
292,False,"{'a': 0.1, 'e': 0.7467685359733639}",25,0,-86.019957416581,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
293,False,"{'a': 0.1, 'e': 0.7460221406972283}",25,3,-73.99513831430265,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 1}",1
294,False,"{'a': 0.1, 'e': 0.7452764914432954}",20,0,-76.43298106391684,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
295,False,"{'a': 0.1, 'e': 0.7445315874659162}",25,0,-66.35107029347279,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
296,False,"{'a': 0.1, 'e': 0.7437874280201865}",20,0,-104.14871216461415,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
297,False,"{'a': 0.1, 'e': 0.7430440123619467}",25,0,-154.20362998707967,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
298,False,"{'a': 0.1, 'e': 0.7423013397477812}",20,2,-74.86278672589383,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
299,False,"{'a': 0.1, 'e': 0.7415594094350174}",35,0,-30.605590521077964,"{0: 30, 1: 1, 2: 2, 3: 2, 4: 0}",0
300,False,"{'a': 0.1, 'e': 0.7408182206817248}",20,8,-32.19377787166566,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
301,False,"{'a': 0.1, 'e': 0.7400777727467146}",20,3,-8.766205371413914,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
302,False,"{'a': 0.1, 'e': 0.7393380648895388}",20,0,-20.98098095278155,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
303,False,"{'a': 0.1, 'e': 0.7385990963704895}",25,11,1.342691352088342,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
304,False,"{'a': 0.1, 'e': 0.7378608664505981}",30,5,-41.5491919742542,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",1
305,False,"{'a': 0.1, 'e': 0.7371233743916347}",25,11,-7.908868583010115,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.1, 'e': 0.7363866194561071}",20,0,-93.84308375804693,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
307,False,"{'a': 0.1, 'e': 0.7356506009072603}",20,0,-33.25600806267082,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
308,False,"{'a': 0.1, 'e': 0.7349153180090757}",25,0,-57.21915670447536,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
309,False,"{'a': 0.1, 'e': 0.7341807700262704}",25,15,-75.83045961293408,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 1}",1
310,False,"{'a': 0.1, 'e': 0.7334469562242962}",30,6,-68.94709199026873,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 0}",1
311,False,"{'a': 0.1, 'e': 0.7327138758693394}",20,0,-89.7550189681264,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
312,False,"{'a': 0.1, 'e': 0.7319815282283196}",30,0,-109.05058804345734,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
313,False,"{'a': 0.1, 'e': 0.731249912568889}",25,8,-19.916293850953238,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
314,False,"{'a': 0.1, 'e': 0.7305190281594319}",20,0,-115.99046272551342,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
315,False,"{'a': 0.1, 'e': 0.7297888742690638}",20,13,-11.426520064502265,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
316,False,"{'a': 0.1, 'e': 0.7290594501676309}",20,0,-165.1705447414753,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
317,False,"{'a': 0.1, 'e': 0.7283307551257088}",30,1,-133.4617876771643,"{0: 20, 1: 5, 2: 1, 3: 0, 4: 3}",1
318,False,"{'a': 0.1, 'e': 0.7276027884146026}",20,0,-30.10632683716107,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
319,False,"{'a': 0.1, 'e': 0.7268755493063453}",25,0,-52.102806704379155,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
320,False,"{'a': 0.1, 'e': 0.726149037073698}",25,0,-173.07799403140686,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
321,False,"{'a': 0.1, 'e': 0.7254232509901484}",20,15,-15.080193147206115,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
322,False,"{'a': 0.1, 'e': 0.7246981903299101}",25,0,-122.4392657640802,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
323,False,"{'a': 0.1, 'e': 0.7239738543679226}",25,0,-26.64238355179146,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
324,False,"{'a': 0.1, 'e': 0.7232502423798497}",30,7,-172.57908451997878,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 3}",1
325,False,"{'a': 0.1, 'e': 0.7225273536420794}",25,0,-33.837533729894055,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
326,False,"{'a': 0.1, 'e': 0.7218051874317231}",20,0,-52.214810156905514,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
327,False,"{'a': 0.1, 'e': 0.7210837430266143}",30,0,-71.47518047205418,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
328,False,"{'a': 0.1, 'e': 0.7203630197053086}",35,0,-122.32121694965534,"{0: 27, 1: 3, 2: 0, 3: 3, 4: 2}",0
329,False,"{'a': 0.1, 'e': 0.7196430167470826}",30,0,-182.93312321852343,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
330,False,"{'a': 0.1, 'e': 0.7189237334319334}",25,0,-138.6639039666085,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
331,False,"{'a': 0.1, 'e': 0.7182051690405775}",20,0,-16.625471500500463,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
332,False,"{'a': 0.1, 'e': 0.7174873228544505}",20,0,-32.79684121234856,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
333,False,"{'a': 0.1, 'e': 0.7167701941557062}",25,3,-55.65854616947432,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 0}",1
334,False,"{'a': 0.1, 'e': 0.7160537822272157}",20,2,-91.52700453943928,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 1}",1
335,False,"{'a': 0.1, 'e': 0.7153380863525671}",25,7,-29.7093308471302,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
336,False,"{'a': 0.1, 'e': 0.7146231058160646}",30,0,-30.34035529764644,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
337,False,"{'a': 0.1, 'e': 0.7139088399027274}",20,0,-9.18699091745761,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
338,False,"{'a': 0.1, 'e': 0.7131952878982896}",25,0,-107.93423728988245,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
339,False,"{'a': 0.1, 'e': 0.7124824490891991}",20,0,-97.33839910934803,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
340,False,"{'a': 0.1, 'e': 0.7117703227626171}",20,6,-17.300832337453027,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
341,False,"{'a': 0.1, 'e': 0.7110589082064172}",35,0,-232.43751671570408,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 5}",0
342,False,"{'a': 0.1, 'e': 0.7103482047091847}",25,0,-101.95463865804574,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
343,False,"{'a': 0.1, 'e': 0.7096382115602161}",25,0,-70.15367229623072,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
344,False,"{'a': 0.1, 'e': 0.7089289280495182}",25,13,-11.237035988173139,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
345,False,"{'a': 0.1, 'e': 0.7082203534678074}",20,0,-30.2738175433266,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
346,False,"{'a': 0.1, 'e': 0.7075124871065092}",25,2,-18.617401548174524,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
347,False,"{'a': 0.1, 'e': 0.706805328257757}",30,3,-104.82600602086356,"{0: 19, 1: 0, 2: 5, 3: 2, 4: 1}",1
348,False,"{'a': 0.1, 'e': 0.7060988762143919}",25,8,-98.24310342604656,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 2}",1
349,False,"{'a': 0.1, 'e': 0.705393130269962}",20,16,8.43902283148137,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.1, 'e': 0.704688089718721}",20,3,1.0502172434039907,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.1, 'e': 0.7039837538556285}",25,1,-38.837089358909736,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 1}",1
352,False,"{'a': 0.1, 'e': 0.7032801219763485}",30,0,-109.21401629722904,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",1
353,False,"{'a': 0.1, 'e': 0.7025771933772491}",20,3,1.3270500700063228,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
354,False,"{'a': 0.1, 'e': 0.7018749673554017}",25,19,6.3915775615227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.1, 'e': 0.70117344320858}",30,0,-38.78527783493101,"{0: 24, 1: 2, 2: 2, 3: 2, 4: 0}",0
356,False,"{'a': 0.1, 'e': 0.70047262023526}",20,11,-0.08959865517544863,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.1, 'e': 0.6997724977346187}",20,11,12.336376340107357,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.1, 'e': 0.6990730750065334}",30,0,-118.126732448907,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
359,False,"{'a': 0.1, 'e': 0.6983743513515813}",25,0,-61.516136876767625,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
360,False,"{'a': 0.1, 'e': 0.6976763260710388}",20,0,-80.07320343433042,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
361,False,"{'a': 0.1, 'e': 0.6969789984668805}",25,12,-31.36607897724754,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
362,False,"{'a': 0.1, 'e': 0.6962823678417788}",25,0,-101.31507770107318,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
363,False,"{'a': 0.1, 'e': 0.6955864334991029}",20,0,-7.289716636524366,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
364,False,"{'a': 0.1, 'e': 0.6948911947429185}",25,0,-86.75614465526367,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
365,False,"{'a': 0.1, 'e': 0.6941966508779868}",20,0,-194.97951836785893,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
366,False,"{'a': 0.1, 'e': 0.6935028012097637}",20,13,-12.099673183813582,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
367,False,"{'a': 0.1, 'e': 0.6928096450443997}",20,5,-10.19566753361985,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
368,False,"{'a': 0.1, 'e': 0.6921171816887384}",30,2,-76.21156585947156,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 0}",1
